cliente_id,idade,genero,plano,valor_mensal,tempo_assinatura_meses,num_dispositivos,horas_visualizacao_semana,num_reclamacoes_6m,atrasos_pagamento_6m,usa_suporte,satisfacao_score,cancelou
CLI00669,22,Feminino,Premium,55.92,10,2,2.4,0,1,0,9.7,1
CLI00670,43,Feminino,Básico,21.96,10,3,0.9,0,0,0,8.8,0
CLI00671,29,Masculino,Básico,18.58,3,3,6.4,0,1,0,8.6,0
CLI00672,46,Masculino,Básico,21.61,57,2,11.3,3,0,0,8.4,0
CLI00673,67,Masculino,Básico,17.72,5,3,2.9,0,0,0,9.3,0
CLI00674,34,Feminino,Básico,21.68,2,6,1.0,0,0,0,6.1,0
CLI00675,62,Masculino,Premium,55.24,16,1,3.1,0,2,0,4.3,1
CLI00676,31,Masculino,Básico,21.01,13,5,5.8,2,2,0,7.1,1
CLI00677,68,Feminino,Básico,17.55,8,3,5.5,2,1,0,5.4,1
CLI00678,20,Masculino,Premium,53.11,8,2,6.6,0,1,1,4.9,0
CLI00679,50,Masculino,Padrão,36.09,22,3,8.7,0,0,0,5.6,0
CLI00680,27,Masculino,Premium,53.0,4,5,6.5,0,0,0,10.0,0
CLI00681,40,Feminino,Básico,20.83,25,2,11.7,1,0,1,7.3,0
CLI00682,67,Feminino,Padrão,32.17,15,3,3.0,1,1,0,7.7,0
CLI00683,36,Feminino,Básico,21.6,8,3,5.3,0,0,0,4.6,0
CLI00684,51,Feminino,Básico,17.43,9,6,9.7,0,1,0,3.3,0
CLI00685,68,Feminino,Premium,56.0,5,2,8.0,0,0,0,5.4,1
CLI00686,38,Feminino,Básico,21.15,20,1,19.8,0,2,1,9.9,0
CLI00687,31,Feminino,Padrão,33.51,11,3,3.1,1,0,0,7.7,1
CLI00688,54,Masculino,Padrão,36.06,6,2,9.9,1,1,0,8.2,0
CLI00689,60,Masculino,Básico,20.42,13,1,4.0,2,0,0,8.5,0
CLI00690,68,Feminino,Premium,53.82,72,2,3.6,0,0,0,5.8,0
CLI00691,57,Masculino,Básico,17.88,8,2,13.2,0,0,0,9.8,0
CLI00692,54,Masculino,Padrão,30.97,36,3,6.4,0,1,0,5.7,0
CLI00693,29,Feminino,Premium,55.6,6,3,7.9,2,2,0,9.8,0
CLI00694,46,Masculino,Padrão,31.77,1,3,4.2,0,0,0,7.9,0
CLI00695,20,Masculino,Premium,55.09,4,1,4.4,0,1,1,3.4,1
CLI00696,50,Masculino,Básico,19.37,8,4,1.6,1,0,0,5.5,1
CLI00697,38,Masculino,Padrão,36.26,4,2,7.4,2,1,0,3.4,1
CLI00698,44,Masculino,Básico,19.3,1,2,2.7,0,0,0,9.3,0
CLI00699,58,Feminino,Padrão,34.24,35,4,5.9,0,2,1,7.0,0
CLI00700,26,Feminino,Premium,56.36,26,2,11.7,0,1,0,2.5,0
CLI00701,33,Feminino,Básico,20.57,19,1,1.2,1,0,0,7.8,0
CLI00702,62,Masculino,Padrão,35.53,3,2,33.8,1,2,0,5.9,0
CLI00703,27,Feminino,Básico,20.84,2,3,3.6,0,0,1,4.0,0
CLI00704,24,Masculino,Padrão,31.83,1,3,6.0,0,0,0,10.0,0
CLI00705,25,Masculino,Padrão,36.41,19,2,7.9,0,0,0,7.2,0
CLI00706,59,Masculino,Premium,56.12,37,2,3.5,1,0,0,6.4,0
CLI00707,32,Masculino,Padrão,32.87,8,5,4.5,2,0,1,6.2,1
CLI00708,53,Feminino,Básico,19.41,2,4,13.5,1,0,0,4.0,1
CLI00709,22,Feminino,Básico,19.82,11,1,10.9,1,0,1,4.4,0
CLI00710,61,Masculino,Básico,19.63,7,2,5.4,1,0,1,9.6,0
CLI00711,28,Feminino,Básico,20.57,7,4,6.5,0,1,0,6.1,0
CLI00712,55,Masculino,Básico,22.76,14,4,7.2,0,0,0,7.0,0
CLI00713,57,Feminino,Premium,57.06,18,2,9.6,0,2,0,2.9,1
CLI00714,24,Feminino,Padrão,32.28,2,3,10.0,2,0,1,4.4,0
CLI00715,65,Masculino,Padrão,36.14,1,4,9.9,0,1,0,8.2,0
CLI00716,42,Feminino,Básico,22.56,72,2,4.8,0,1,1,7.8,0
CLI00717,17,Masculino,Premium,55.67,4,1,7.1,0,0,0,10.0,1
CLI00718,20,Feminino,Padrão,37.08,1,3,12.6,0,0,0,9.7,0
CLI00719,44,Masculino,Básico,23.92,3,4,23.8,0,2,0,6.5,0
CLI00720,52,Masculino,Padrão,36.95,1,3,6.9,1,0,0,7.9,0
CLI00721,53,Feminino,Padrão,35.4,7,4,4.3,0,0,1,6.4,0
CLI00722,34,Feminino,Básico,21.99,23,1,3.4,1,0,0,10.0,0
CLI00723,23,Masculino,Padrão,35.19,6,3,9.9,1,1,0,9.3,0
CLI00724,63,Feminino,Padrão,34.95,9,5,1.6,1,1,0,7.3,0
CLI00725,60,Feminino,Básico,19.2,16,5,10.0,0,2,0,7.4,0
CLI00726,16,Masculino,Premium,58.03,10,3,10.1,2,0,0,9.9,0
CLI00727,37,Masculino,Premium,53.26,28,3,4.4,0,0,0,8.2,0
CLI00728,67,Feminino,Padrão,37.96,29,2,7.7,0,0,1,10.0,0
CLI00729,32,Masculino,Padrão,35.9,1,2,5.5,0,0,0,2.6,1
CLI00730,22,Masculino,Padrão,32.1,22,1,2.0,1,0,0,7.9,1
CLI00731,40,Masculino,Padrão,35.64,9,3,9.5,0,1,0,6.0,0
CLI00732,60,Feminino,Padrão,30.7,63,1,8.9,1,3,0,10.0,0
CLI00733,19,Feminino,Básico,21.15,10,2,4.7,2,0,0,10.0,0
CLI00734,51,Masculino,Padrão,36.67,61,4,23.5,1,0,0,7.1,0
CLI00735,21,Feminino,Premium,53.72,20,1,6.6,0,0,0,10.0,0
CLI00736,46,Masculino,Padrão,35.15,5,3,1.1,0,0,0,10.0,0
CLI00737,34,Feminino,Básico,23.81,11,2,13.0,0,1,0,7.1,0
CLI00738,59,Masculino,Premium,53.89,68,3,11.1,2,0,0,10.0,0
CLI00739,69,Masculino,Básico,17.78,28,1,12.0,1,1,1,6.9,0
CLI00740,54,Feminino,Básico,22.86,2,3,2.9,1,0,0,6.6,1
CLI00741,42,Masculino,Básico,23.83,18,2,7.6,0,1,0,8.7,0
CLI00742,25,Feminino,Básico,19.91,6,4,6.5,2,1,0,6.3,0
CLI00743,41,Feminino,Premium,56.92,1,4,5.7,0,1,0,7.2,0
CLI00744,34,Masculino,Padrão,37.58,8,3,15.3,2,0,0,9.8,0
CLI00745,54,Masculino,Básico,18.42,4,3,6.6,0,0,0,7.0,0
CLI00746,18,Feminino,Premium,53.93,24,3,4.8,0,0,0,3.6,1
CLI00747,60,Masculino,Premium,57.36,6,1,4.8,1,0,0,7.7,0
CLI00748,28,Masculino,Premium,58.27,25,3,2.7,0,0,0,5.6,0
CLI00749,65,Masculino,Básico,21.03,1,3,7.1,1,0,0,8.7,0
CLI00750,43,Masculino,Padrão,33.14,6,2,16.0,1,0,0,8.4,0
CLI00751,35,Masculino,Premium,58.87,4,4,5.1,0,0,0,9.9,1
CLI00752,43,Feminino,Premium,53.84,4,2,7.9,0,0,0,8.8,0
CLI00753,23,Feminino,Básico,19.23,1,2,5.7,0,1,0,9.2,0
CLI00754,56,Masculino,Básico,20.58,3,3,6.1,1,0,0,5.7,1
CLI00755,54,Masculino,Padrão,38.01,12,2,11.4,0,2,0,8.6,0
CLI00756,16,Masculino,Premium,56.61,5,2,2.6,0,0,0,10.0,0
CLI00757,18,Feminino,Padrão,35.73,8,1,1.7,0,0,0,5.6,0
CLI00758,28,Masculino,Padrão,35.83,7,4,13.0,1,0,0,10.0,0
CLI00759,43,Feminino,Básico,19.99,30,3,4.3,0,1,1,5.9,0
CLI00760,64,Feminino,Padrão,36.02,33,3,4.8,1,1,0,5.3,0
CLI00761,40,Feminino,Premium,49.84,10,5,26.8,3,0,1,7.6,0
CLI00762,48,Masculino,Padrão,34.31,6,2,11.0,2,1,0,8.4,0
CLI00763,53,Feminino,Premium,55.38,2,4,3.2,0,0,0,8.8,0
CLI00764,68,Masculino,Premium,52.6,43,3,13.6,0,3,1,5.1,0
CLI00765,21,Feminino,Básico,20.67,1,3,11.2,0,0,0,7.9,0
CLI00766,59,Masculino,Padrão,34.49,5,2,0.1,1,1,1,5.6,0
CLI00767,60,Feminino,Básico,23.41,5,4,7.3,0,1,0,4.0,0
CLI00768,47,Masculino,Premium,58.05,6,2,2.8,0,0,0,5.1,1
CLI00769,60,Feminino,Padrão,33.97,3,3,6.1,0,1,0,5.5,0
CLI00770,62,Masculino,Padrão,34.6,22,2,23.8,1,0,1,8.0,0
CLI00771,36,Masculino,Premium,54.75,2,4,11.7,1,0,1,9.3,0
CLI00772,31,Masculino,Padrão,34.0,15,4,12.8,1,0,0,4.1,0
CLI00773,69,Masculino,Premium,55.29,2,2,5.7,0,0,0,7.7,0
CLI00774,36,Feminino,Padrão,33.38,2,3,12.8,1,0,0,4.6,0
CLI00775,26,Feminino,Básico,17.64,34,1,3.7,0,0,1,8.3,0
CLI00776,52,Masculino,Padrão,36.15,3,3,7.2,1,1,0,5.8,1
CLI00777,51,Feminino,Premium,56.16,25,3,11.4,0,1,0,4.9,0
CLI00778,50,Masculino,Básico,18.29,12,1,11.1,0,0,0,8.6,0
CLI00779,34,Masculino,Premium,56.69,2,4,1.8,0,0,0,5.8,1
CLI00780,35,Feminino,Premium,53.64,44,5,20.6,0,2,0,6.4,0
CLI00781,33,Masculino,Básico,20.41,4,1,3.1,0,0,1,2.6,0
CLI00782,62,Masculino,Premium,56.54,28,4,29.8,2,0,0,8.9,0
CLI00783,56,Feminino,Básico,19.83,3,2,11.6,1,3,1,8.6,1
CLI00784,64,Masculino,Básico,20.81,27,3,10.9,0,1,0,7.0,0
CLI00785,29,Masculino,Básico,18.87,1,4,3.3,0,0,0,3.9,1
CLI00786,30,Masculino,Premium,54.51,11,3,4.4,1,0,0,9.4,0
CLI00787,46,Masculino,Padrão,34.49,21,1,19.5,1,0,0,5.7,0
CLI00788,16,Feminino,Básico,18.41,39,1,17.9,0,2,1,6.1,0
CLI00789,68,Feminino,Padrão,34.55,34,2,5.8,2,1,0,10.0,1
CLI00790,69,Feminino,Padrão,31.8,24,5,5.4,0,1,0,5.6,0
CLI00791,69,Masculino,Básico,18.92,31,2,5.6,1,1,0,8.5,0
CLI00792,18,Masculino,Premium,54.33,4,1,13.7,0,1,0,8.1,0
CLI00793,31,Feminino,Premium,54.39,5,3,12.8,0,1,1,7.8,0
CLI00794,38,Masculino,Padrão,34.42,5,1,8.6,0,0,0,7.6,0
CLI00795,26,Masculino,Premium,54.78,7,4,7.3,0,1,0,7.8,0
CLI00796,27,Masculino,Padrão,35.86,7,4,5.7,0,1,0,7.5,0
CLI00797,25,Masculino,Premium,56.65,12,3,28.3,2,0,0,6.9,0
CLI00798,47,Feminino,Padrão,33.6,3,5,2.0,2,1,0,10.0,0
CLI00799,31,Feminino,Padrão,32.49,17,1,4.9,0,0,0,4.4,1
CLI00800,23,Feminino,Básico,17.82,3,5,8.2,0,0,0,9.0,0
CLI00801,53,Masculino,Premium,53.93,6,2,1.7,1,0,0,8.6,0
CLI00802,27,Feminino,Padrão,34.2,10,3,4.2,1,1,1,8.4,0
CLI00803,39,Feminino,Básico,18.36,23,2,23.6,0,2,0,9.2,0
CLI00804,43,Masculino,Básico,17.31,19,2,12.3,0,1,0,6.8,0
CLI00805,68,Masculino,Padrão,33.99,15,5,4.2,0,0,1,3.3,0
CLI00806,23,Feminino,Padrão,35.26,3,1,4.1,2,0,0,6.9,0
CLI00807,43,Feminino,Padrão,36.09,12,1,2.0,2,0,1,5.0,0
CLI00808,51,Feminino,Premium,53.79,2,4,4.7,1,1,1,5.5,0
CLI00809,41,Feminino,Básico,19.07,7,2,9.6,1,0,0,4.5,0
CLI00810,23,Masculino,Padrão,33.05,8,3,8.5,1,1,0,6.0,1
CLI00811,65,Feminino,Básico,19.84,1,2,4.9,2,1,0,5.8,1
CLI00812,43,Feminino,Premium,53.2,5,3,3.1,0,0,0,2.2,1
CLI00813,43,Masculino,Premium,56.05,44,4,5.7,0,1,0,8.4,0
CLI00814,52,Feminino,Padrão,31.33,43,4,5.6,1,1,0,10.0,0
CLI00815,56,Masculino,Padrão,34.18,7,2,11.2,1,0,0,8.2,0
CLI00816,51,Masculino,Básico,20.5,1,2,7.7,0,0,0,6.6,0
CLI00817,42,Masculino,Padrão,35.27,3,2,7.0,0,0,0,6.9,0
CLI00818,69,Feminino,Premium,60.29,7,3,14.5,0,1,1,6.2,0
CLI00819,32,Feminino,Padrão,35.6,42,3,17.8,2,1,0,7.2,0
CLI00820,24,Masculino,Padrão,32.89,3,5,8.5,0,1,0,6.9,1
CLI00821,48,Feminino,Padrão,34.71,21,5,8.6,0,3,1,5.3,1
CLI00822,68,Feminino,Premium,51.35,2,5,6.0,1,0,0,10.0,0
CLI00823,35,Masculino,Básico,19.74,56,3,3.3,2,0,0,4.0,0
CLI00824,28,Masculino,Básico,18.23,7,3,11.8,1,0,0,8.4,0
CLI00825,43,Feminino,Padrão,36.73,21,1,10.3,0,0,0,6.8,0
CLI00826,63,Masculino,Premium,53.8,6,3,6.4,0,0,0,10.0,0
CLI00827,44,Feminino,Básico,19.67,14,2,7.7,0,1,0,7.7,0
CLI00828,28,Feminino,Básico,18.63,3,3,13.8,0,0,0,6.3,0
CLI00829,61,Feminino,Básico,23.38,3,3,15.4,0,1,0,6.5,0
CLI00830,50,Feminino,Básico,19.26,39,2,0.5,0,1,1,7.1,0
CLI00831,21,Masculino,Padrão,38.57,35,6,4.0,0,0,0,4.7,0
CLI00832,33,Masculino,Padrão,36.53,31,2,6.3,2,0,1,5.5,1
CLI00833,66,Masculino,Padrão,35.86,14,4,2.7,0,1,0,3.4,0
CLI00834,20,Masculino,Padrão,35.64,24,3,7.9,0,1,0,5.2,0
CLI00835,62,Feminino,Padrão,35.69,2,4,4.1,1,0,1,7.2,0
CLI00836,40,Feminino,Premium,51.04,6,5,8.0,0,1,0,7.6,1
CLI00837,17,Masculino,Padrão,34.34,6,2,4.2,0,1,0,3.0,0
CLI00838,25,Feminino,Premium,56.59,15,1,4.4,0,0,0,6.7,1
CLI00839,45,Feminino,Padrão,34.8,7,5,8.0,0,2,0,8.1,0
CLI00840,65,Feminino,Básico,17.09,3,4,12.2,2,1,0,6.7,1
CLI00841,60,Masculino,Padrão,34.8,13,2,9.9,0,1,0,5.7,0
CLI00842,20,Masculino,Básico,23.31,24,3,6.4,0,0,0,6.2,0
CLI00843,48,Masculino,Padrão,37.39,7,5,1.2,0,0,1,5.9,1
CLI00844,69,Feminino,Básico,19.78,2,4,4.3,1,0,0,5.7,0
CLI00845,16,Masculino,Básico,21.8,4,2,3.9,0,0,0,7.3,1
CLI00846,33,Masculino,Premium,54.17,4,1,10.8,0,0,1,10.0,0
CLI00847,47,Masculino,Básico,16.49,5,5,7.3,1,2,0,5.5,1
CLI00848,62,Masculino,Premium,53.05,15,2,7.5,0,0,0,6.4,0
CLI00849,64,Masculino,Básico,23.03,13,2,3.4,0,0,0,6.9,1
CLI00850,26,Masculino,Padrão,34.35,17,4,15.8,0,1,0,5.6,0
CLI00851,36,Feminino,Padrão,34.41,7,4,7.5,1,0,0,9.2,0
CLI00852,41,Feminino,Padrão,34.3,25,3,3.2,0,0,0,2.3,1
CLI00853,40,Masculino,Básico,23.71,4,1,3.4,0,0,0,5.9,0
CLI00854,37,Masculino,Básico,23.15,9,4,8.3,1,0,0,8.6,0
CLI00855,42,Feminino,Básico,24.34,23,2,3.1,0,0,0,6.4,0
CLI00856,64,Feminino,Básico,19.58,3,2,4.0,1,0,0,5.4,0
CLI00857,28,Masculino,Padrão,35.49,2,3,2.6,2,0,0,7.9,1
CLI00858,48,Masculino,Premium,51.87,31,2,10.7,0,0,0,8.8,0
CLI00859,49,Masculino,Premium,57.85,6,2,3.2,1,0,0,7.4,0
CLI00860,56,Masculino,Premium,52.56,17,3,17.5,1,0,0,5.4,0
CLI00861,50,Feminino,Premium,55.33,1,2,9.0,0,2,1,7.9,0
CLI00862,16,Masculino,Padrão,32.71,17,4,2.5,0,0,1,6.2,0
CLI00863,36,Masculino,Básico,18.72,6,2,9.9,2,1,1,8.5,1
CLI00864,63,Masculino,Premium,53.23,1,2,15.8,0,0,0,10.0,0
CLI00865,21,Masculino,Padrão,33.68,14,5,6.2,0,0,0,1.8,0
CLI00866,43,Feminino,Padrão,33.82,4,2,17.0,0,2,0,7.2,1
CLI00867,32,Feminino,Básico,18.8,7,4,9.1,0,0,0,3.5,0
CLI00868,20,Feminino,Padrão,36.57,2,2,4.1,0,3,0,10.0,0
CLI00869,46,Masculino,Padrão,32.69,3,1,23.9,2,0,0,6.1,0
CLI00870,20,Masculino,Premium,55.34,5,4,2.0,0,1,0,8.5,1
CLI00871,53,Feminino,Padrão,37.34,2,2,5.1,0,0,0,6.9,0
CLI00872,18,Masculino,Padrão,33.87,34,1,6.4,1,0,1,5.4,0
CLI00873,68,Masculino,Premium,53.46,1,4,21.4,0,2,0,5.2,0
CLI00874,38,Feminino,Básico,19.44,10,2,10.9,0,1,1,10.0,0
CLI00875,52,Feminino,Padrão,37.26,2,2,9.7,2,1,0,8.9,0
CLI00876,68,Feminino,Básico,20.29,6,5,3.6,1,0,1,10.0,0
CLI00877,52,Feminino,Padrão,33.84,37,3,6.0,0,0,0,7.1,0
CLI00878,25,Masculino,Premium,55.87,3,4,4.2,2,0,1,7.6,0
CLI00879,25,Masculino,Básico,17.7,48,3,9.4,1,0,0,6.5,0
CLI00880,34,Feminino,Premium,56.26,4,2,14.2,2,0,0,6.4,0
CLI00881,32,Masculino,Básico,20.72,19,1,27.3,2,1,0,4.9,0
CLI00882,36,Feminino,Premium,54.28,12,3,4.6,1,0,0,7.2,0
CLI00883,29,Feminino,Premium,53.22,31,1,1.9,0,0,1,5.4,0
CLI00884,24,Masculino,Premium,53.13,12,4,5.2,1,0,1,7.9,0
CLI00885,61,Feminino,Básico,20.97,11,2,12.9,0,0,0,7.3,0
CLI00886,16,Masculino,Premium,57.36,4,1,3.3,1,1,0,7.6,0
CLI00887,66,Masculino,Padrão,33.63,3,2,6.5,0,1,0,10.0,1
CLI00888,60,Masculino,Básico,20.82,35,2,9.7,1,0,1,6.9,0
CLI00889,28,Masculino,Premium,50.73,6,5,4.7,0,0,0,8.5,0
CLI00890,19,Feminino,Básico,18.73,7,4,7.7,0,1,0,10.0,0
CLI00891,16,Masculino,Premium,54.84,20,4,3.0,0,0,0,9.6,0
CLI00892,64,Feminino,Básico,18.08,6,2,14.8,1,1,0,9.3,0
CLI00893,55,Feminino,Padrão,33.03,43,3,5.5,0,0,0,6.4,0
CLI00894,47,Feminino,Padrão,33.56,19,4,7.5,1,1,0,7.5,0
CLI00895,49,Feminino,Básico,20.48,13,4,1.2,0,0,0,4.4,1
CLI00896,43,Masculino,Básico,19.53,30,5,2.7,1,2,0,8.0,0
CLI00897,46,Masculino,Básico,15.42,1,1,12.7,1,0,0,7.5,0
CLI00898,23,Feminino,Padrão,30.66,5,1,4.6,0,2,0,7.0,1
CLI00899,54,Feminino,Básico,18.69,9,4,3.2,0,0,0,9.1,0
CLI00900,41,Masculino,Padrão,35.82,4,3,1.8,0,0,0,4.6,0
CLI00901,49,Feminino,Básico,14.4,20,2,14.7,1,4,0,10.0,1
CLI00902,69,Masculino,Básico,18.9,36,2,10.6,1,0,1,8.8,0
CLI00903,69,Feminino,Padrão,33.85,8,2,10.1,0,1,1,6.9,0
CLI00904,18,Masculino,Básico,22.68,6,4,18.5,0,0,1,6.7,0
CLI00905,65,Feminino,Premium,54.13,46,2,5.1,0,0,1,8.0,0
CLI00906,27,Feminino,Premium,55.67,9,1,1.9,1,1,0,10.0,0
CLI00907,16,Masculino,Padrão,35.18,10,2,6.8,0,0,0,7.2,1
CLI00908,69,Feminino,Padrão,30.64,7,6,20.8,1,1,0,7.3,0
CLI00909,59,Feminino,Premium,56.44,34,2,6.9,0,0,1,7.0,0
CLI00910,20,Masculino,Básico,20.33,12,1,13.9,0,1,0,10.0,1
CLI00911,45,Feminino,Básico,20.92,21,4,2.0,3,0,0,6.3,0
CLI00912,45,Masculino,Básico,27.75,24,3,3.6,1,0,0,6.9,0
CLI00913,32,Masculino,Premium,50.73,6,2,12.2,0,2,0,9.9,1
CLI00914,63,Feminino,Básico,23.35,8,2,7.4,1,1,0,7.3,0
CLI00915,62,Feminino,Padrão,34.33,27,5,6.1,0,0,1,9.3,0
CLI00916,38,Feminino,Premium,55.47,7,2,13.8,0,0,0,5.2,0
CLI00917,30,Feminino,Premium,54.81,23,3,12.1,0,0,1,6.6,0
CLI00918,52,Feminino,Padrão,34.05,40,3,7.6,1,1,0,10.0,0
CLI00919,36,Feminino,Básico,18.76,14,2,0.5,0,1,0,5.6,1
CLI00920,29,Feminino,Premium,55.56,19,5,6.6,0,0,1,6.7,0
CLI00921,17,Masculino,Padrão,31.87,23,2,8.9,2,0,1,7.5,0
CLI00922,26,Feminino,Básico,21.4,27,1,1.3,2,0,0,5.0,0
CLI00923,66,Masculino,Básico,19.07,8,3,8.7,0,0,0,6.2,0
CLI00924,54,Feminino,Premium,52.64,1,1,14.2,0,0,0,7.2,1
CLI00925,53,Feminino,Padrão,34.0,8,4,6.6,1,0,0,7.1,0
CLI00926,49,Masculino,Premium,57.41,16,1,2.9,0,0,0,9.6,0
CLI00927,53,Feminino,Premium,53.83,9,6,0.6,0,0,1,10.0,0
CLI00928,65,Feminino,Padrão,35.62,20,4,8.8,1,0,0,5.3,0
CLI00929,49,Masculino,Padrão,33.44,7,2,1.4,2,0,0,7.2,0
CLI00930,33,Feminino,Padrão,36.42,15,3,10.0,0,0,0,8.3,0
CLI00931,45,Feminino,Básico,21.27,3,3,20.1,0,0,1,10.0,0
CLI00932,30,Feminino,Padrão,38.6,20,3,3.7,1,0,1,8.4,0
CLI00933,42,Masculino,Premium,54.55,12,2,5.6,0,0,0,7.6,1
CLI00934,66,Feminino,Padrão,36.24,4,5,20.9,0,0,0,8.3,0
CLI00935,49,Feminino,Premium,55.1,5,2,7.2,0,0,0,8.3,0
CLI00936,67,Feminino,Padrão,37.49,20,5,4.7,3,1,0,5.1,0
CLI00937,53,Feminino,Padrão,33.46,10,1,12.9,0,1,0,7.4,0
CLI00938,48,Masculino,Padrão,36.39,4,3,4.9,1,0,1,9.9,0
CLI00939,39,Masculino,Padrão,34.51,48,3,3.5,1,1,1,6.6,0
CLI00940,30,Feminino,Padrão,34.77,18,2,9.9,0,1,0,7.3,0
CLI00941,45,Feminino,Básico,20.08,45,5,13.6,3,0,0,6.5,0
CLI00942,57,Masculino,Padrão,35.4,8,3,3.5,0,1,0,2.4,0
CLI00943,66,Masculino,Básico,19.67,10,5,7.6,1,0,0,7.0,0
CLI00944,32,Feminino,Padrão,35.33,32,3,5.8,1,0,0,7.6,0
CLI00945,20,Masculino,Padrão,38.06,11,4,6.5,2,0,0,6.0,1
CLI00946,44,Feminino,Padrão,36.87,18,4,2.9,0,0,0,4.7,0
CLI00947,19,Masculino,Premium,56.64,5,2,10.4,0,0,0,5.2,0
CLI00948,25,Masculino,Padrão,33.99,9,1,17.4,2,2,0,8.5,0
CLI00949,32,Masculino,Padrão,33.12,2,2,3.4,2,1,0,10.0,1
CLI00950,25,Masculino,Padrão,36.81,4,3,10.4,0,0,0,9.8,0
CLI00951,32,Feminino,Padrão,36.65,1,3,12.7,0,2,0,4.3,0
CLI00952,35,Masculino,Básico,22.85,1,5,7.6,0,0,0,8.7,0
CLI00953,39,Masculino,Básico,18.69,53,2,10.1,0,0,0,5.7,0
CLI00954,20,Feminino,Padrão,34.44,4,4,3.8,0,1,1,5.8,0
CLI00955,49,Masculino,Padrão,31.62,16,5,16.8,0,1,0,6.1,0
CLI00956,21,Masculino,Básico,19.12,26,5,13.7,0,1,1,8.4,0
CLI00957,68,Feminino,Básico,21.89,12,2,14.7,0,0,0,8.9,0
CLI00958,17,Masculino,Básico,18.97,3,3,2.5,0,0,0,6.8,1
CLI00959,28,Feminino,Premium,56.18,19,4,9.3,0,1,0,6.8,0
CLI00960,58,Feminino,Básico,19.52,13,1,4.0,1,0,0,7.9,0
CLI00961,58,Feminino,Padrão,35.55,19,2,17.7,0,1,1,8.1,0
CLI00962,63,Feminino,Básico,17.6,21,3,3.5,1,0,1,9.4,0
CLI00963,26,Masculino,Padrão,35.07,52,4,7.8,0,0,1,4.4,0
CLI00964,66,Feminino,Básico,13.92,12,3,0.9,2,0,0,7.0,1
CLI00965,62,Masculino,Básico,19.53,6,2,7.8,0,0,0,4.9,0
CLI00966,38,Masculino,Padrão,31.64,15,2,2.5,1,0,0,6.9,0
CLI00967,31,Masculino,Básico,22.31,1,1,9.6,2,1,0,6.5,0
CLI00968,46,Masculino,Básico,21.45,32,3,5.9,1,1,0,6.9,0
CLI00969,26,Masculino,Básico,20.83,2,3,5.0,2,2,1,5.4,1
CLI00970,69,Masculino,Básico,22.94,6,2,18.0,1,1,1,4.0,0
CLI00971,31,Masculino,Básico,18.0,24,3,24.9,0,0,0,2.8,0
CLI00972,23,Masculino,Básico,23.39,13,4,1.9,1,0,0,6.7,0
CLI00973,19,Masculino,Premium,56.76,8,3,5.1,1,0,0,6.1,0
CLI00974,55,Masculino,Padrão,34.43,9,3,11.6,0,1,0,5.6,0
CLI00975,19,Feminino,Padrão,37.17,27,4,8.6,1,0,0,9.6,0
CLI00976,40,Feminino,Básico,17.69,6,3,11.1,1,2,1,5.3,1
CLI00977,18,Feminino,Premium,53.25,29,3,6.2,1,0,0,9.8,0
CLI00978,47,Masculino,Padrão,33.68,2,2,14.1,1,0,0,10.0,0
CLI00979,18,Feminino,Básico,18.84,21,5,7.6,1,1,0,3.1,0
CLI00980,42,Feminino,Padrão,32.79,27,6,8.9,0,0,0,7.2,0
CLI00981,44,Feminino,Básico,22.35,3,2,2.5,2,0,1,6.2,1
CLI00982,47,Masculino,Básico,19.38,8,2,7.0,1,0,0,1.2,0
CLI00983,65,Masculino,Padrão,35.61,3,5,11.7,1,0,1,4.1,0
CLI00984,66,Masculino,Premium,53.76,18,3,8.2,0,0,0,8.5,0
CLI00985,34,Masculino,Padrão,31.26,11,5,7.3,0,0,0,10.0,0
CLI00986,36,Feminino,Padrão,35.44,15,4,9.3,1,0,0,8.8,0
CLI00987,20,Feminino,Premium,51.08,4,3,7.5,0,0,0,7.6,0
CLI00988,33,Feminino,Básico,19.76,4,3,6.4,0,0,0,7.0,0
CLI00989,43,Feminino,Básico,17.16,1,1,11.9,2,1,0,10.0,0
CLI00990,57,Masculino,Padrão,38.87,6,3,6.0,0,0,0,10.0,0
CLI00991,37,Masculino,Padrão,36.72,12,1,2.4,0,0,0,5.8,0
CLI00992,36,Masculino,Padrão,35.11,28,5,17.5,0,0,1,3.0,0
CLI00993,21,Feminino,Premium,57.43,16,4,4.1,0,0,1,2.8,0
CLI00994,16,Masculino,Padrão,33.21,9,4,1.8,2,0,0,9.6,0
CLI00995,20,Masculino,Padrão,35.99,43,1,10.1,0,0,1,6.9,0
CLI00996,56,Feminino,Básico,20.3,18,5,18.9,0,1,0,7.4,0
CLI00997,27,Feminino,Premium,55.43,38,3,10.2,0,0,0,3.4,0
CLI00998,41,Masculino,Premium,57.44,11,2,15.9,0,0,0,5.5,0
CLI00999,61,Masculino,Premium,56.36,5,2,3.2,0,1,1,6.4,1
CLI01000,49,Masculino,Básico,20.48,1,4,2.4,0,1,0,7.4,1
CLI01001,64,Masculino,Padrão,31.59,19,3,5.1,2,3,0,6.2,1
CLI01002,29,Masculino,Básico,17.98,2,2,13.4,0,0,0,4.9,0
CLI01003,41,Masculino,Básico,19.65,6,3,9.6,2,0,0,5.4,0
